strategy,exit_horizon_min,cost_bps,trade_count,win_rate,avg_gross_bps,avg_net_bps,total_net_points,expectancy,max_drawdown_proxy,profit_factor_proxy,median_return_bps,p25_return_bps,p75_return_bps,long_count,short_count,instrument_breakdown,time_of_day_breakdown,spam_flags
pro.TimeWindowStrategy,30,10.0,183,0.120219,-5.085046,-15.085046,-14611.55533,-79.844565,-14557.72038,0.084031,-15.292529,-23.051654,-5.425614,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,30,10.0,264,0.155303,-0.879933,-10.879933,-15190.85672,-57.541124,-15239.19217,0.095465,-10.320042,-18.581497,-4.08116,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,30,10.0,225,0.262222,-0.875304,-10.875304,-15399.28121,-68.44125,-15366.63696,0.188239,-10.226803,-21.012549,0.833194,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
banknifty_intraday.generate_signal,30,10.0,530,0.228302,1.989048,-8.010952,-23114.57775,-43.612411,-23873.6817,0.234208,-9.090003,-16.609144,-1.148418,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,30,10.0,530,0.228302,1.989048,-8.010952,-23114.57775,-43.612411,-23873.6817,0.234208,-9.090003,-16.609144,-1.148418,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,30,10.0,530,0.228302,1.989048,-8.010952,-23114.57775,-43.612411,-23873.6817,0.234208,-9.090003,-16.609144,-1.148418,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,30,10.0,605,0.25124,2.111898,-7.888102,-26249.32236,-43.38731,-26749.11211,0.245678,-9.018969,-17.476885,0.019477,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,30,10.0,605,0.25124,2.111898,-7.888102,-26249.32236,-43.38731,-26749.11211,0.245678,-9.018969,-17.476885,0.019477,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,30,10.0,635,0.244094,1.682295,-8.317705,-29737.09687,-46.830074,-30276.78797,0.237686,-9.075354,-17.414009,-0.345533,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,30,10.0,943,0.256628,-0.844969,-10.844969,-53840.12981,-57.094517,-53786.29486,0.191504,-11.03905,-21.983874,0.30601,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
